"0001","אֲבִֽי"
"0001","אֲבִי"
"0001","אֲבִיהֶֽם"
"0001","אֲבִיהֶֽן"
"0001","אֲבִיהֶם"
"0001","אֲבִיהֶן"
"0001","אֲבִיכֶֽם"
"0001","אֲבִיכֶֽן"
"0001","אֲבִיכֶם"
"0001","אֲבִיכֶן"
"0001","אֲבִיעַד"
"0001","אֲבֹֽתֵיהֶם"
"0001","אֲבֹֽתֵיכֶֽם"
"0001","אֲבֹֽתֵיכֶם"
"0001","אֲבֹתֵֽינוּ"
"0001","אֲבֹתֵיהֶֽם"
"0001","אֲבֹתֵיהֶם"
"0001","אֲבֹתֵיכֶֽם"
"0001","אֲבֹתֵיכֶם"
"0001","אֲבֹתֵינוּ"
"0001","אֲבֹתֶֽיךָ"
"0001","אֲבֹתֶיךָ"
"0001","אֲבֹתַי"
"0001","אֲבֹתָֽיו"
"0001","אֲבֹתָֽם"
"0001","אֲבֹתָי"
"0001","אֲבֹתָיו"
"0001","אֲבֹתָם"
"0001","אֲבֽוֹתֵיהֶם"
"0001","אֲבֽוֹתֵיכֶֽם"
"0001","אֲבֽוֹתֵיכֶם"
"0001","אֲבֽוֹתֵכֶם"
"0001","אֲבוֹת"
"0001","אֲבוֹתֵֽינוּ"
"0001","אֲבוֹתֵיהֶֽם"
"0001","אֲבוֹתֵיהֶם"
"0001","אֲבוֹתֵיכֶֽם"
"0001","אֲבוֹתֵיכֶם"
"0001","אֲבוֹתֵינוּ"
"0001","אֲבוֹתֶֽיךָ"
"0001","אֲבוֹתֶיךָ"
"0001","אֲבוֹתַי"
"0001","אֲבוֹתָֽי"
"0001","אֲבוֹתָֽם"
"0001","אֲבוֹתָי"
"0001","אֲבוֹתָיו"
"0001","אֲבוֹתָם"
"0001","אַב"
"0001","אָב"
"0001","אָבִֽי"
"0001","אָבִֽיהָ"
"0001","אָבִֽיהוּ"
"0001","אָבִֽיו"
"0001","אָבִֽיךְ"
"0001","אָבִֽיךָ"
"0001","אָבִֽינוּ"
"0001","אָבִי"
"0001","אָבִיה"
"0001","אָבִיהָ"
"0001","אָבִיהוּ"
"0001","אָבִיו"
"0001","אָבִיךְ"
"0001","אָבִיךָ"
"0001","אָבִינוּ"
"0001","אָבֹת"
"0001","אָבֽוֹת"
"0001","אָבוֹת"
"0001","אָּבִיךְ"
"0001","בַּאֲבֹתֶיךָ"
"0001","בַּאֲבֽוֹתֵיכֶם"
"0001","הָֽאָבוֹת"
"0001","הָאָב"
"0001","הָאָבֽוֹת"
"0001","הָאָבוֹת"
"0001","הָֽאָבוֹת"
"0001","וְאָב"
"0001","וְאָבִי"
"0001","וְאָבִיהָ"
"0001","וְאָבִיו"
"0001","וְאָבִיךָ"
"0001","וְהָֽאָבוֹת"
"0001","וְהָאָבוֹת"
"0001","וְלַֽאֲבֹתֶיךָ"
"0001","וְלַאֲבֹֽתֵיכֶם"
"0001","וְלַאֲבֹתֵֽינוּ"
"0001","וְלַאֲבֹתֵיהֶֽם"
"0001","וְלַאֲבֹתֵינוּ"
"0001","וְלַאֲבֽוֹתֵיכֶם"
"0001","וְלַאֲבוֹתֵיהֶֽם"
"0001","וְלַאֲבוֹתֵיכֶם"
"0001","וַֽאֲבוֹתָם"
"0001","וַאֲבִי"
"0001","וַאֲבִיהֶם"
"0001","וַאֲבִיכֶן"
"0001","וַאֲבֹֽתֵיהֶם"
"0001","וַאֲבֹתֵיכֶֽם"
"0001","וַאֲבֹתֵינוּ"
"0001","וַאֲבֹתֶֽיךָ"
"0001","וַאֲבֹתֶיךָ"
"0001","וַאֲבֽוֹתֵיהֶם"
"0001","וַאֲבֽוֹתֵיכֶם"
"0001","וַאֲבוֹת"
"0001","וַאֲבוֹתֵינוּ"
"0001","וַאֲבוֹתַי"
"0001","וַאֲבוֹתָם"
"0001","וּבַאֲבֹתֵיכֶֽם"
"0001","וּכְאָב"
"0001","וּלְאָבִיו"
"0001","וַֽאֲבִי"
"0001","כְאָב"
"0001","כְאָבִיו"
"0001","כַאֲבֹֽתֵיכֶם"
"0001","כַּאֲבֽוֹתֵיכֶם"
"0001","כַּאֲבוֹתֵיכֶם"
"0001","כַּאֲבוֹתָם"
"0001","לְאַב"
"0001","לְאָֽב"
"0001","לְאָב"
"0001","לְאָבִֽיהָ"
"0001","לְאָבִי"
"0001","לְאָבִיהָ"
"0001","לְאָבִיו"
"0001","לְאָבִיךָ"
"0001","לְאָבִינוּ"
"0001","לְאָבוֹת"
"0001","לַֽאֲבוֹתָם"
"0001","לַאֲבִי"
"0001","לַאֲבִיהֶֽם"
"0001","לַאֲבֹֽתֵיכֶם"
"0001","לַאֲבֹתֵֽינוּ"
"0001","לַאֲבֹתֵיהֶם"
"0001","לַאֲבֹתֵיכֶֽם"
"0001","לַאֲבֹתֵיכֶם"
"0001","לַאֲבֹתֵינוּ"
"0001","לַאֲבֹתֶֽיךָ"
"0001","לַאֲבֹתֶיךָ"
"0001","לַאֲבֹתָֽיו"
"0001","לַאֲבֹתָיו"
"0001","לַאֲבֹתָם"
"0001","לַאֲבֽוֹתֵיכֶֽם"
"0001","לַאֲבֽוֹתֵיכֶם"
"0001","לַאֲבוֹתֵיהֶֽם"
"0001","לַאֲבוֹתֵיהֶם"
"0001","לַאֲבוֹתָֽם"
"0001","לַאֲבוֹתָם"
"0001","לַֽאֲבוֹתָם"
"0001","מֵֽאֲבוֹתָם"
"0001","מֵֽאָבִיךְ"
"0001","מֵֽאָבִינוּ"
"0001","מֵאֲבִיהֶֽן"
"0001","מֵאֲבֹתֶֽיךָ"
"0001","מֵאֲבֹתָֽי"
"0001","מֵאֲבֽוֹתֵיכֶם"
"0001","מֵאֲבוֹתָֽם"
"0001","מֵאָבִיךָ"
"0001","מֵאָבִינוּ"
"0002","אֲבָהֳתַנָא"
"0002","אֲבָהָתִי"
"0002","אֲבָהָתָךְ"
"0002","אֲבֽוּךְ"
"0002","אֲבוּהִי"
"0002","אֲבוּךְ"
"0002","אַבִי"
"0003","בְאִבּוֹ"
"0003","בְּאִבֵּי"
"0004","אִנְבֵּהּ"
"0004","וְאִנְבֵּהּ"
"0005","וַאֲבַגְתָא"
"0006","אֲבָדְךָ"
"0006","אֲבָדְכֶם"
"0006","אֲבֹד"
"0006","אִבְּדָם"
"0006","אִבַּד"
"0006","אִבַּדְתִּי"
"0006","אִבַּדְתָּ"
